player,season,market_value,games_played,minutes_played,total_passes,pass_accuracy,goals,assists,tackles,form_trend,sentiment_positive,sentiment_negative,sentiment_compound
AdriÃ¡n MarÃ­n GÃ³mez,2019,91921998,26.377444900679766,84.40441845780923,6.6536803496822845,84.55252944623868,0.0,0.0,0.0,38.938319338102445,0.5260295745917523,0.24082225404756638,0.23949104061571003
AdriÃ¡n MarÃ­n GÃ³mez,2020,97620305,26.32410605170632,83.99787978084306,5.8311327703733165,84.45533579243721,0.6281763735300866,1.6556928186226756,0.3559631153157207,43.24047160497687,0.4387651470326037,0.1599873074947044,0.30720103416929845
AdriÃ¡n MarÃ­n GÃ³mez,2021,103736127,27.287063025961064,85.402883055689,6.803385614760868,84.64698810660073,0.29557771014389894,0.10232972770082607,0.4325442392792863,41.35946418625888,0.5973593811486138,0.31891565207762207,0.3142529207994612
AdriÃ¡n MarÃ­n GÃ³mez,2022,106794296,29.477132103885292,87.70980306066878,6.5858470252620895,87.26168654795308,0.019486670669632167,0.0,0.0,41.7613144001205,0.5507543106102418,0.19910613973565197,0.3782806246623906
AdriÃ¡n MarÃ­n GÃ³mez,2023,113212432,30.23684808360292,92.1699550347398,7.201782911755264,82.69797913519075,1.4797175806278564,0.37336072723760694,0.032731683919589694,45.4267173741939,0.4981433648435458,0.20173977096152143,0.30530043541189356
AdriÃ¡n MarÃ­n GÃ³mez,2024,108162951,30.38405074182548,97.66167470498559,7.97845841236358,88.70515422005266,1.0205450015946558,2.6233777521760038,0.0,43.25918527212004,0.5951308730020203,0.07906247707042988,0.547343144451773
AdriÃ¡n MarÃ­n GÃ³mez,2025,120718645,31.33653028802407,95.82321245593887,7.456731145214984,84.13576905688987,1.4949690270169813,0.5927031469730241,0.18119184417219403,44.809315354430055,0.7226549322345622,0.15285584350281398,0.5792344756076434
Aleix GarcÃ­a Serrano,2019,72767686,71.53756992813098,42.235122830846535,15.905104068062009,82.54911702706903,0.0,0.17767216623874563,2.1827386905259223,41.674336851630365,0.43123302932998825,0.12923146289747928,0.2893822067495482
Aleix GarcÃ­a Serrano,2020,71930052,69.75673950809806,44.17191778940676,17.283645771133088,87.1057051357544,0.28966225026547116,0.27453023443365865,2.027887858963683,38.988509843718106,0.47787888996406264,0.19301151049705131,0.35876464284156995
Aleix GarcÃ­a Serrano,2021,72811545,74.61657436079064,45.52490709393379,16.58818976614242,85.61897896236339,0.9015464261494193,0.714619168225828,1.5234287816436827,44.17085813307082,0.39785191497661754,0.20934285469001354,0.2542227290609034
Aleix GarcÃ­a Serrano,2022,70900120,74.9218522446176,46.8888752657577,17.906871911295422,80.23200647120107,0.5048503798448218,0.0,2.5715147014446273,40.88753031531596,0.6639947524014032,0.13083733538318815,0.5234955715320447
Aleix GarcÃ­a Serrano,2023,76694001,75.69670342903757,48.243604777824515,20.256428478854186,80.11836686421088,0.7477070868258433,0.6359296765490541,2.867276010244117,40.61124060034955,0.464363470953258,0.18609707828084487,0.2871759328694087
Aleix GarcÃ­a Serrano,2024,75480327,81.65029536393803,48.13908848826845,20.009028327444906,83.9194782799307,0.17851886557890573,1.7194647066868538,2.731683044638251,40.8797114208627,0.6525242886907063,0.10126591648863395,0.574870910314346
Aleix GarcÃ­a Serrano,2025,78673421,81.26422384460754,51.63004532083654,20.89150283424285,84.97745365332233,2.417434386123158,0.5727671303982776,1.9523846849497573,41.532395022228386,0.5647351772027649,0.1361449145292948,0.43882482191796945
Alejandro Granell NoguÃ©,2019,93092619,132.84012601606017,72.1296513191605,37.09221913181149,84.9920675144174,0.0,0.0,3.684026000569151,43.965409121095284,0.4390182546321747,0.19379338055591702,0.26743509861468984
Alejandro Granell NoguÃ©,2020,96334996,138.2301666078307,70.28216093804387,37.83860948915897,85.95278481035754,0.0,0.5460655442183722,3.1447352100857677,45.04755143229176,0.6210349977842582,0.20154768614725665,0.3952192048952907
Alejandro Granell NoguÃ©,2021,112986171,139.4234197387364,71.70788297030109,42.36570701540036,85.88686185592694,1.4056036833375547,0.7830731759739354,2.73726693926083,44.759112704196525,0.5305765992784085,0.18119659072329186,0.37553742821948843
Alejandro Granell NoguÃ©,2022,126657093,143.58178272142175,74.49745489442239,43.845815351533425,88.2694703651333,0.5909447376418571,0.0,2.189462124754978,44.74997322155426,0.47152568657365057,0.16801819289801906,0.2874676114201296
Alejandro Granell NoguÃ©,2023,122866204,149.45427475742434,72.52781856626054,43.624407360708666,86.01863750152205,0.33214620208421297,1.4162280846797275,3.4099857000497567,45.52680354198425,0.46833025544991685,0.27945179786962315,0.2441808703299097
Alejandro Granell NoguÃ©,2024,154187386,155.85513200258123,75.25528524273551,46.00625173457681,89.9009175367704,0.24714420201943477,0.33330075346849036,2.231607348636628,43.744710407755115,0.7329041384486523,0.13328764544248164,0.5900810858108532
Alejandro Granell NoguÃ©,2025,163602492,149.5868112137908,79.06371842641077,49.3361340535144,88.55947057970131,2.221080789183592,0.0,4.770601058426292,44.00632691954577,0.5276064213389496,0.12813040193966657,0.4556361898134522
Allan Romeo Nyom,2019,92233709,7.823415336839742,85.73734371455603,1.675221681803515,99.5,0.0,0.0,0.09151840410026393,52.161909933599176,0.33513102790564486,0.258158187607748,0.07727983212848447
Allan Romeo Nyom,2020,101170917,8.494767938051083,89.35964928182163,1.8199783122841207,99.5,0.0,0.18811040715074884,0.5434914721647326,52.57902522421803,0.38097476009385206,0.29665166873281335,0.025760457375363664
